編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,url,顏色

12985,開架,alkmene,,,茶樹精油淨膚抗痘香皂,,,,保養品,"洗顏產品,","清潔,抗痘,",,"容量:100g:NT790,","TW, MY",,N,"alkmene 茶樹精油淨膚抗痘香皂,茶樹精油淨膚抗痘香皂",2016/12/1,,N,Y,,N,https://pic.pimg.tw/styleme/1480599276-3681429914.jpg,,,,,

12373,開架,Mistine,唇彩系列,,Mistine 皇后玫瑰霧面唇膏,Queen's Rose,質地絲滑易上妝，與雙唇合而為一，不結塊，色澤飽滿清晰；持久度讓你雙唇看起來更自然透紅。,,彩妝品,"唇膏,","保濕,顯色,",,"容量:3.9g:NT329:RM0,","TW, MY",,N,"Mistine 皇后玫瑰霧面唇膏,皇后玫瑰霧面唇膏",2016/11/29,,N,N,,N,https://pic.pimg.tw/styleme/1480415061-548003157.png,https://pic.pimg.tw/styleme/1481889492-2050088160.jpg,,,,

13156-1,開架,Mistine,彩妝系列,,玫瑰腮紅-no.1桃粉色,,添加玫瑰精華，讓你擁有自然好氣色,,彩妝品,"腮紅修容,","保濕,細緻,滋潤,",,"容量:3.6g:NT299,","TW, MY",,N,"Mistine 玫瑰腮紅,玫瑰腮紅",2016/12/2,,N,Y,7,N,https://pic.pimg.tw/styleme/1480670861-3877141657.jpg,https://pic.pimg.tw/styleme/1481602174-3079299653.jpg,,,,,http://www.watsons.com.tw/mistine-玫瑰腮紅no.1-桃粉色/p/BP_114119,桃紅色
13156-2,開架,Mistine,彩妝系列,,玫瑰腮紅-no.2珊瑚橘,,添加玫瑰精華，讓你擁有自然好氣色,,彩妝品,"腮紅修容,","保濕,細緻,滋潤,",,"容量:3.6g:NT299,","TW, MY",,N,"Mistine 玫瑰腮紅,玫瑰腮紅",2016/12/2,,N,Y,7,N,https://pic.pimg.tw/styleme/1480670861-3877141657.jpg,https://pic.pimg.tw/styleme/1481602174-3079299653.jpg,,,,,http://www.watsons.com.tw/mistine-玫瑰腮紅no.2-珊瑚橘/p/BP_114105,粉色
13156-3,開架,Mistine,彩妝系列,,玫瑰腮紅-no.3粉橘色,,添加玫瑰精華，讓你擁有自然好氣色,,彩妝品,"腮紅修容,","保濕,細緻,滋潤,",,"容量:3.6g:NT299,","TW, MY",,N,"Mistine 玫瑰腮紅,玫瑰腮紅",2016/12/2,,N,Y,7,N,https://pic.pimg.tw/styleme/1480670861-3877141657.jpg,https://pic.pimg.tw/styleme/1481602174-3079299653.jpg,,,,,http://www.watsons.com.tw/mistine-玫瑰腮紅-no.3-粉橘色/p/BP_114099,橘色

13729,開架,Mistine,,,眼唇卸妝液,,眼妝卸妝液去除難卸的彩妝和防水彩妝，同時使肌膚不殘留眼妝，溫和的卸除眼部區域。最嬌嫩的眼周肌膚也可以將眼妝卸除乾淨。,,保養品,"眼唇卸妝,","卸妝,",,"容量:60ml:NT249,","TW, MY",,N,"Mistine 眼唇卸妝液,眼唇卸妝液",2016/12/6,,N,Y,512,N,https://pic.pimg.tw/styleme/1481033687-2395131661.jpg,,,,,

14182,開架,Mistine,彩妝系列,,Super Black 超激黑眼線筆,,加入Polymer Fixed薄膜技術，使用時墨水持續不間斷，創造出完美俐落大眼。強調濃黑、防水、抗暈染，一整天都不脫妝。,,彩妝品,"眼線,","顯色,好上色,防水,抗暈染,",,"容量:2g:NT269,","TW, MY",,N,"Mistine Super Black 超激黑眼線筆,Super Black 超激黑眼線筆",2016/12/11,,N,Y,,N,https://pic.pimg.tw/styleme/1481388609-107809146.jpg,https://pic.pimg.tw/styleme/1481388702-4141783427.jpg,,,,

14185,開架,Mistine,彩妝系列,,MAXI Black 魅力四射全效眼線液筆,,最新智慧不斷墨設計採用氣密式原理，讓眼線液不外露，均勻釋放讓眼線滑順好上妝，畫出展現神秘的濃黑眼線。強力阻絕暈染，保持一整天玩美妝容,,彩妝品,"眼線,","顯色,好上色,防水,防油,抗暈染,",,"容量:2g:NT249,","TW, MY",,N,"MAXI Black 魅力四射全效眼線液筆,Mistine MAXI Black 魅力四射全效眼線液筆",2016/12/11,,N,Y,8,N,https://pic.pimg.tw/styleme/1481389193-775975079.jpg,https://pic.pimg.tw/styleme/1481389260-1326608657.jpg,,,,

14719,開架,Mistine,唇彩系列,,kiss Me 雙頭絲絨唇彩,Kiss Me Tint & Gloss,先擦上鮮豔顯色的唇底，形成一層薄膜，撫平唇紋，特殊顯色粒子帶給您鮮豔的霧面純色，接著塗上透明保濕唇蜜，打造不同閃耀光澤。,,彩妝品,"唇彩唇蜜,","保濕,潤色,透亮,滋潤,",,"容量:2.45g:NT249,","TW, MY",,N,"kiss Me 雙頭絲絨唇彩,Mistine kiss Me 雙頭絲絨唇彩",2016/12/13,,N,N,1,N,https://pic.pimg.tw/styleme/1481642805-2677204835.png,https://pic.pimg.tw/styleme/1481643524-1795152996.png,https://pic.pimg.tw/styleme/1481643534-941590887.png,,,

15847,開架,Mistine,眼妝系列,,Celebrity 花漾二合一纖長濃密睫毛膏,Celebrity Super Long Lushes Mascara,4D完美睫刷頭，使睫毛全面延展，自然呈現真實的濃密捲翹美睫。纖長刷頭讓睫毛無限延長，兩種刷頭設計，打造纖長、濃密、捲翹睫毛。,,彩妝品,"睫毛膏,","纖長,捲翹,濃密,",,"容量:5.5g:NT269:RM0,","TW, MY",,N,"Mistine 二合一纖長濃密睫毛膏,Mistine 花漾二合一纖長濃密睫毛膏,二合一纖長濃密睫毛膏",2016/12/27,,N,N,,N,https://pic.pimg.tw/styleme/1486709938-3814659852.jpg,https://pic.pimg.tw/styleme/1482847365-237644033.jpg,https://pic.pimg.tw/styleme/1482847373-3286787556.jpg,,,,http://www.watsons.com.tw/mistine-celebrity-花漾-二合一纖長濃密睫毛膏/p/BP_114402,黑

15850,開架,Mistine,眼妝系列,,SUPER MODEL 4D二合一纖長濃密雙頭睫毛膏,Super Model Miracle Lash Macara,纖長、濃密、捲翹、修護四效一次搞定，使睫毛全面延展!自然呈現真實的濃密捲翹美睫，纖長刷頭讓睫毛無限延長。,,彩妝品,"睫毛膏,","纖長,捲翹,濃密,",,"容量:5.5g:NT249:RM0,","TW, MY",,N,"Mistine 4D二合一纖長濃密雙頭睫毛膏,Mistine 二合一纖長濃密雙頭睫毛膏,二合一纖長濃密雙頭睫毛膏",2016/12/27,,N,N,6,N,https://pic.pimg.tw/styleme/1482847472-2936499468.jpg,https://pic.pimg.tw/styleme/1482847480-3825356993.jpg,https://pic.pimg.tw/styleme/1482847489-1362326302.jpg,,,,http://www.watsons.com.tw/mistine-super-model-4d-二合一纖長濃密雙頭睫毛膏/p/BP_114116,黑

16051-1,開架,Mistine,眉彩系列,,三合一3D眉筆 no.01深棕色,3D Brows Screct Brow Set,一筆三用，各種眉型輕鬆成型，柔軟滑順筆芯，容易描繪好上手，眉粉可提升蓬鬆感，眉膏讓眉毛更有型！,,彩妝品,"眉彩,","顯色,好上色,",,"容量:2.45g:NT329:RM0,","TW, MY",,N,"Mistine 三合一3D眉筆,三合一3D眉筆",2017/1/8,,N,N,12,N,https://pic.pimg.tw/styleme/1483872975-101330644.jpg,https://pic.pimg.tw/styleme/1483872987-2619094403.jpg,,,,,http://www.watsons.com.tw/mistine-三合一3d眉筆-眉筆-眉粉-染眉膏-no.1深棕色/p/BP_114376,深棕色
16051-2,開架,Mistine,眉彩系列,,三合一3D眉筆 no.02淺棕色,3D Brows Screct Brow Set,一筆三用，各種眉型輕鬆成型，柔軟滑順筆芯，容易描繪好上手，眉粉可提升蓬鬆感，眉膏讓眉毛更有型！,,彩妝品,"眉彩,","顯色,好上色,",,"容量:2.45g:NT329:RM0,","TW, MY",,N,"Mistine 三合一3D眉筆,三合一3D眉筆",2017/1/8,,N,N,12,N,https://pic.pimg.tw/styleme/1483872975-101330644.jpg,https://pic.pimg.tw/styleme/1483872987-2619094403.jpg,,,,,http://www.watsons.com.tw/mistine-三合一3d眉筆-眉筆-眉粉-染眉膏no.2淺棕色/p/BP_114390,淺棕色
16051-3,開架,Mistine,眉彩系列,,三合一3D眉筆 no.03深灰色,3D Brows Screct Brow Set,一筆三用，各種眉型輕鬆成型，柔軟滑順筆芯，容易描繪好上手，眉粉可提升蓬鬆感，眉膏讓眉毛更有型！,,彩妝品,"眉彩,","顯色,好上色,",,"容量:2.45g:NT329:RM0,","TW, MY",,N,"Mistine 三合一3D眉筆,三合一3D眉筆",2017/1/8,,N,N,12,N,https://pic.pimg.tw/styleme/1483872975-101330644.jpg,https://pic.pimg.tw/styleme/1483872987-2619094403.jpg,,,,,http://www.watsons.com.tw/mistine-三合一3d眉筆-眉筆-眉粉-染眉膏no.3深灰色/p/BP_114112,深灰色

16321,開架,Mistine,眼妝系列,,Croove complete 12色完美眼彩盤,Groove Complete Eye Palette,集結最常用的12色，一次擁有霧面、亮粉、微光三種眼影質地，超顯色，持久、防水、抗汗，變化出不一樣的美麗。,,彩妝品,"眼影,","霧面,長效持妝,珠光,顯色,防水,",,"容量:9g:NT429:RM0,","TW, MY",,N,"12色完美眼彩盤,Croove complete 12色完美眼彩盤,Mistine 12色完美眼彩盤,Mistine Croove complete 12色完美眼彩盤",2017/1/14,,N,N,,N,https://pic.pimg.tw/styleme/1484362243-669406958.jpg,https://pic.pimg.tw/styleme/1484362255-2436440521.jpg,,,,

12067,開架,HARMONY,,,樂漾精萃美膚面膜,Revitalizing&Refreshing Mask,添加阿爾卑斯山高海拔珍貴「雪絨花植萃」精華，搭配美容界明星成分熊果素，使肌膚柔潤透亮，成就眾人稱羨的夢幻冰雪肌。,,保養品,"保養面膜,","保濕,滋潤,美白,透亮,提升光澤,",,"容量:6片入:NT299,","TW, MY",,N,"HARMONY 樂漾精萃美膚面膜,樂漾精萃美膚面膜",2016/11/28,,N,N,,N,https://pic.pimg.tw/styleme/1480264578-1887226066.png,,,,,

13228,開架,HARMONY,,,水潤潔顏慕絲,,濃密豐盈的絲柔泡體，易於沖洗不殘留，比一般泡沫更能深入毛孔，深層吸附溶解油垢，帶走髒污，在日常洗臉的同時，維持肌膚光滑潔淨。,,保養品,"洗顏產品,","清潔,",,"容量:150ml:NT199,","TW, MY",,N,"HARMONY 水潤潔顏慕絲,水潤潔顏慕絲",2016/12/3,,N,Y,1,N,https://pic.pimg.tw/styleme/1480768206-938138865.jpg,https://pic.pimg.tw/styleme/1480768211-3641395667.jpg,,,,

14257,開架,HARMONY,,,深層淨顏卸妝油,,活性助溶配方，能快速有效率的溶解眼唇彩妝，乾濕兩用，不需反覆搓揉，不傷肌膚紋理，多層次濃厚塗抹或防水型美妝品照樣輕鬆溶除，易卸好沖洗。,,保養品,"卸妝產品,","卸妝,",,"容量:150ml:NT299,","TW, MY",,N,"HARMONY 深層淨顏卸妝油,深層淨顏卸妝油",2016/12/11,,N,Y,9,N,https://pic.pimg.tw/styleme/1481443322-3930684373.jpg,,,,,

15028,開架,HARMONY,,,樂漾保濕水潤面膜,,,,保養品,"保養面膜,","保濕,滋潤,",,"容量:6片入:NT299,","TW, MY",,N,"HARMONY 樂漾保濕水潤面膜,樂漾保濕水潤面膜",2016/12/15,,N,Y,,N,https://pic.pimg.tw/styleme/1481738717-786578741.jpg,,,,,

15154,開架,HARMONY,,,樂漾亮顏調理面膜,,添加歐蓍草萃取與阿爾卑斯山錦葵植萃精華，可調理肌膚維持油水平衡狀態，鎮定安撫同時緊緻毛孔，讓肌膚更顯細緻光滑，自然透亮。,,保養品,"保養面膜,","保濕,控油,細緻毛孔,透亮,平滑膚觸,",,"容量:6片入:NT299,","TW, MY",,N,"HARMONY 樂漾亮顏調理面膜,樂漾亮顏調理面膜",2016/12/15,,N,Y,,N,https://pic.pimg.tw/styleme/1481807896-3798526912.jpg,,,,,

17167,開架網路,nooni,,,深層水修護霜（平衡型）,Deep water therapy facial cream balancing,具有「鎂：鉀：鈣=3:1:1」完美均衡的礦物成分比例，並使用親膚性佳的東海海洋深層水，來自深海的礦物水能深層滋潤肌膚，清爽不油膩，並牢牢鎖住水分。,,保養品,"乳霜,","保濕,滋潤,清爽,不黏膩,",2016/12/16,"容量:50g:NT790:RM0,","TW, MY",,N,"nooni 深層水修護霜（平衡型）,深層水修護霜（平衡型）",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238242-761604326.png,,,,,

17170,開架網路,nooni,,,深層水修護霜（清爽型）,Deep water therapy facial cream fresh,具有「鎂：鉀：鈣=3:1:1」完美均衡的礦物成分比例，並使用親膚性佳的東海海洋深層水，來自深海的礦物水能深層滋潤肌膚，清爽不油膩，並牢牢鎖住水分。,,保養品,"乳霜,","保濕,滋潤,清爽,不黏膩,",2016/12/16,"容量:50g:NT790:RM0,","TW, MY",,N,"nooni 深層水修護霜（清爽型）,深層水修護霜（清爽型）",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238616-2102329937.png,,,,,

17173,開架網路,nooni,,,深層水潔淨洗顏粉,Deep water therapy multi-use powder wash,不含傷害環境的柔珠成分，利用酵素溫和洗去老廢角質、雜質，洗完不乾澀，肌膚更清爽滋潤。個別包裝，單次使用不浪費。可當臉部日常清潔使用，也可用在其他身體部位，如頭皮清潔、身體清潔、足部去角質等。,,保養品,"洗顏產品,","清潔,去角質,",2016/12/16,"容量:30包入:NT590:RM0,","TW, MY",,N,"nooni 深層水潔淨洗顏粉,深層水潔淨洗顏粉",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238823-3422455169.png,,,,,

17176,開架網路,nooni,,,雪花深層潔淨卸妝膏,Snowflake cleanser,添加柑橘萃取與乳油木精萃、橘皮萃取、蓮花萃取等植物成分，搭配頂級4倍含氧濟州水，溶出妳的純。透。淨。白！5合一深層卸妝，舒緩保濕肌膚，清爽不緊繃，同時深入毛孔，徹底清潔所有彩妝。,,保養品,"卸妝產品,","卸妝,深層清潔,",2016/12/16,"容量:120g:NT790:RM0,","TW, MY",,N,"nooni雪花深層潔淨卸妝膏,雪花深層潔淨卸妝膏",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487239310-2367319861.png,,,,,

5707,開架,KLORANE 蔻蘿蘭,澎鬆洗潤髮系列,,量感澎鬆潤髮露,,,,美髮產品,"潤髮品,","豐盈,亮澤,修護,",2016/5/1,"容量:150ml:NT480,","TW, MY",,N,"KLORANE 量感澎鬆潤髮露,蔻蘿蘭  量感澎鬆潤髮露,量感澎鬆潤髮露",2016/4/24,,N,Y,,N,https://pic.pimg.tw/styleme/1461429678-691810287.png,,,,,

5710,開架,KLORANE 蔻蘿蘭,澎鬆洗潤髮系列,,澎鬆洗髮精,Volume Shampoo With Flax Fiber,,,美髮產品,"洗髮品,","柔順,豐盈,強韌髮絲,",2015/6/1,"容量:200ml:NT480,容量:400ml:NT780,","TW, MY",,N,"KLORANE  澎鬆洗髮精,蔻蘿蘭 澎鬆洗髮精",2016/4/24,,N,N,3,N,https://pic.pimg.tw/styleme/1461429761-1543533221.png,,,,,

11782,開架,KLORANE 蔻蘿蘭,澎鬆洗潤髮系列,,抗屑洗髮精,Anti-Dandruff Shampoo With Myrtle,有效去屑，溫和配方，適合天天使用。,,美髮產品,"洗髮品,","抗屑,強韌髮絲,修護,",,"容量:200ml:NT510:RM0,","TW, MY",,N,抗屑洗髮精 蔻蘿蘭,2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480171713-508359595.jpg,,,,,

2704,開架,1028,底妝系列,,全效保濕CC精華霜SPF30/PA++,Moisture Infusion CC Essence SPF30/PA++,,,彩妝品,"CC霜,","保濕,均勻膚色,",2015/3/1,"容量:30ml:NT420,","TW, MY",,N,"1028 全效保濕CC精華霜SPF30 PA++,全效保濕CC精華霜,全效保濕CC精華霜SPF30 PA++",2016/2/25,,N,N,5,N,https://pic.pimg.tw/styleme/1456493769-104286722.jpg,,,,,,http://www.1028loveu.com.tw/SalePage/Index/2967266?cid=65717,

2764-1,開架,1028,底妝系列,,恆采保濕CC粉底蜜 OC-01 淺陶色,Double Wear Hydrating CC-Dation SPF25/PA++,結合CC霜校正膚色 & 粉底的高遮瑕力，單瓶即可快速完妝。高延展性質地，妝感薄透。添加神經醯胺、玻尿酸、蜂蜜精華等保養成分，一整天超保濕不浮粉。,,彩妝品,"CC霜,粉底液,","保濕,修正膚色,透亮,長效持妝,",2014/11/11,"容量:35g:NT599,","TW, MY",,N,"1028 恆采保濕CC粉底蜜,恆采保濕CC粉底蜜",2016/2/25,,N,N,11,N,https://pic.pimg.tw/styleme/1456496758-3762258592.jpg,,,,,,https://www.urcosme.com/products/63251,明亮膚色
2764-2,開架,1028,底妝系列,,恆采保濕CC粉底蜜 OC-02 裸陶色,Double Wear Hydrating CC-Dation SPF25/PA++,結合CC霜校正膚色 & 粉底的高遮瑕力，單瓶即可快速完妝。高延展性質地，妝感薄透。添加神經醯胺、玻尿酸、蜂蜜精華等保養成分，一整天超保濕不浮粉。,,彩妝品,"CC霜,粉底液,","保濕,修正膚色,透亮,長效持妝,",2014/11/11,"容量:35g:NT599,","TW, MY",,N,"1028 恆采保濕CC粉底蜜,恆采保濕CC粉底蜜",2016/2/25,,N,N,11,N,https://pic.pimg.tw/styleme/1456496758-3762258592.jpg,,,,,,https://www.urcosme.com/products/63251,自然膚色

2788-1,開架,1028,彩妝系列,,超持色有型眉筆-亞麻色,Defning Eyebrow Shaper,添加維他命E滋養肌膚，上妝同步保養，一頭是立體三角筆蕊，能精準描繪不同眉型；另一頭是暈染棉頭，能將眉筆暈染開，呈現眉粉效果；而螺旋眉刷可柔和梳整並固定眉型。,,彩妝品,"眉彩,","長效持妝,顯色,好上色,好推勻,色彩飽和,",,"容量:0.4g:NT290,","TW, MY",,N,"1028 超持色有型眉筆,超持色有型眉筆",2016/2/25,,N,N,2,N,https://pic.pimg.tw/styleme/1456497944-1795385224.jpg,,,,,,https://www.s3.com.tw/TC/PDContent.aspx?yano=100049183412,亞麻色
2788-2,開架,1028,彩妝系列,,超持色有型眉筆-咖啡色,Defning Eyebrow Shaper,添加維他命E滋養肌膚，上妝同步保養，一頭是立體三角筆蕊，能精準描繪不同眉型；另一頭是暈染棉頭，能將眉筆暈染開，呈現眉粉效果；而螺旋眉刷可柔和梳整並固定眉型。,,彩妝品,"眉彩,","長效持妝,顯色,好上色,好推勻,色彩飽和,",,"容量:0.4g:NT290,","TW, MY",,N,"1028 超持色有型眉筆,超持色有型眉筆",2016/2/25,,N,N,2,N,https://pic.pimg.tw/styleme/1456497944-1795385224.jpg,,,,,,https://www.s3.com.tw/TC/PDContent.aspx?yano=100049183412,咖啡色

2854,開架,1028,彩妝系列,,超級大眼放大鏡睫毛膏,Big Magnifier Mascara,特殊 2 in 1鑽型錐體刷頭，錐型刷棒能均勻沾附霜體，刷出根根纖長、絕不糾結的濃長感；鑽型刷頭可深入睫毛間隙，即使刷下睫毛也能激長、根根分明。超輕盈的輕羽霜體，能展現持久、抗暈的捲翹弧度，添加維他命原B5和維生素E，讓睫毛更加健康強韌。使用不暈染，溫水可卸配方，38℃以上溫水可卸除。,,彩妝品,"睫毛膏,","抗暈染,纖長,根根分明,捲翹,濃密,溫水可卸,",2014/2/10,"容量:8g:NT390,","TW, MY",,N,"1028 超級大眼放大鏡睫毛膏,超級大眼放大鏡睫毛膏",2016/2/25,,N,N,1,Y,https://pic.pimg.tw/styleme/1456578245-3629193421.jpg,,,,,,http://www.watsons.com.tw/1028-超級大眼-放大鏡睫毛膏/p/BP_445040,黑

2878-1,開架,1028,彩妝系列,,終極抗暈人魚眼線液（01濃烈爆黑）,Ultimate Super Black Eyeliner,含有超顯色微粒子，色澤飽和持久，不掉色、不暈染、好卸不殘留，極精準棉芯筆尖，超流暢，易上手。,,彩妝品,"眼線,","顯色,好上色,色彩飽和,抗暈染,",2015/1/15,"容量:0.55ml:NT360,","TW, MY",,N,"1028 終極抗暈人魚眼線液,終極抗暈人魚眼線液",2016/2/25,,N,N,12,N,https://pic.pimg.tw/styleme/1460013375-1717175003.jpg,,,,,,http://www.watsons.com.tw/1028-抗暈無阻-暹羅貓眼線液-(01濃烈爆黑)/p/BP_111296,黑
2878-2,開架,1028,彩妝系列,,終極抗暈人魚眼線液（02深邃咖啡）,Ultimate Super Black Eyeliner,含有超顯色微粒子，色澤飽和持久，不掉色、不暈染、好卸不殘留，極精準棉芯筆尖，超流暢，易上手。,,彩妝品,"眼線,","顯色,好上色,色彩飽和,抗暈染,",2015/1/15,"容量:0.55ml:NT360,","TW, MY",,N,"1028 終極抗暈人魚眼線液,終極抗暈人魚眼線液",2016/2/25,,N,N,12,N,https://pic.pimg.tw/styleme/1460013375-1717175003.jpg,,,,,,http://www.watsons.com.tw/1028-抗暈無阻-暹羅貓眼線液-(02深邃咖啡)/p/BP_111322,咖啡色

5038-1,開架,1028,底妝系列,,輕裸光呼吸氣墊粉餅-明亮膚,,打開後只需要輕輕按壓一下，即可拍滿全臉，用量省、高光澤、高遮瑕、卻很薄透 不黏膩，能撫平皺紋及細紋，緊緻每一吋肌膚。,,彩妝品,"氣墊粉餅,","保濕,修正膚色,修飾毛孔,光澤,均勻膚色,長效持妝,服貼,",2016/2/1,"容量:10g:NT680,","TW, MY",,N,"1028 輕裸光呼吸氣墊粉餅,輕裸光呼吸氣墊粉餅",2016/4/11,,N,Y,4,N,https://pic.pimg.tw/styleme/1460645563-32073877.jpg,,,,,,http://www.watsons.com.tw/1028-輕裸光呼吸氣墊粉餅-(01-明亮膚)/p/BP_102316,明亮膚色
5038-2,開架,1028,底妝系列,,輕裸光呼吸氣墊粉餅-自然膚,,打開後只需要輕輕按壓一下，即可拍滿全臉，用量省、高光澤、高遮瑕、卻很薄透 不黏膩，能撫平皺紋及細紋，緊緻每一吋肌膚。,,彩妝品,"氣墊粉餅,","保濕,修正膚色,修飾毛孔,光澤,均勻膚色,長效持妝,服貼,",2016/2/1,"容量:10g:NT680,","TW, MY",,N,"1028 輕裸光呼吸氣墊粉餅,輕裸光呼吸氣墊粉餅",2016/4/11,,N,Y,4,N,https://pic.pimg.tw/styleme/1460645563-32073877.jpg,,,,,,http://www.watsons.com.tw/1028輕裸光呼吸氣墊粉餅-(02-自然膚)/p/BP_102320,自然膚色

5041,開架網路,1028,眼彩系列,,蒙布朗眼妝盒,Mont Blanc Eyeshadow Kit,將法式精緻甜點Mont Blanc濃縮至可愛的眼妝盒中，一股優雅氣息的霧綠色調搭上栗子棕的率性，如蒙布朗般絲滑的質地，極致柔順服貼、持色，鍛面光感低調閃耀眼眸。,,彩妝品,"眼影,","長效持妝,顯色,打亮,好上色,好推勻,色彩飽和,防水,",2016/3/1,"容量:2g:NT499,","TW, MY",,N,"1028 蒙布朗眼妝盒,蒙布朗眼妝盒",2016/4/11,,N,N,10,Y,https://pic.pimg.tw/styleme/1460645583-578963020.jpg,,,,,,http://www.watsons.com.tw/1028-蒙布朗眼妝盒/p/BP_103282,栗子棕

5047,開架,1028,底妝系列,,超吸油蜜粉餅,,在易出油的部位鋪上蜜粉，礦物粉體立刻吸附多餘油脂，重現清爽膚質。極細緻礦物粉體，能有效控制臉部出油，即使上妝超過五小時，依舊維持清爽無油光妝感。,,彩妝品,"蜜粉,","修飾毛孔,透亮,均勻膚色,服貼,薄透,打亮,",,"容量:4.6g:NT199,","TW, MY",,N,"1028 超吸油蜜粉餅,超吸油蜜粉餅",2016/4/11,,N,Y,20,N,https://pic.pimg.tw/styleme/1460645599-4251573493.jpg,,,,,,http://www.watsons.com.tw/1028-超吸油蜜粉餅/p/BP_506961,

5050,開架,1028,底妝系列,,持光修片餅,,"運用網狀結構科技, 結合光學折射原理, 讓天然礦物粉末打造出極細緻的亮澤裸透完妝感。創新彈性體配方，能完美貼合肌膚同時可智慧性柔化毛孔粗大及細紋等瑕疵問題，呈現彷若天生的平滑美肌。",,彩妝品,"蜜粉,","修正膚色,修飾毛孔,均勻膚色,長效持妝,服貼,遮瑕,",2016/1/1,"容量:3g:NT480,","TW, MY",,N,"1028 持光修片餅,持光修片餅",2016/4/11,,N,Y,1,N,,,,,,,http://www.1028loveu.com.tw/SalePage/Index/1789031,

5053,開架,1028,底妝系列,,超控油透亮飾底乳-粉,,採用天然植物精萃，輔助緊緻毛孔，重建肌膚完美的油水平衡狀態。添加薰衣草及金縷梅，有效調整皮脂，輔助收斂毛孔，平衡油脂分泌，舒緩肌膚達到放鬆的效果。,,彩妝品,"妝前打底,","保濕,清爽,修飾毛孔,透亮,均勻膚色,服貼,遮瑕,",2015/7/1,"容量:25ml:NT350,","TW, MY",,N,"1028 超控油透亮飾底乳,超控油透亮飾底乳",2016/4/11,,N,Y,3,N,,,,,,,http://www.watsons.com.tw/1028-超控油-透亮飾底乳-01粉/p/BP_499775,粉

5056,開架,1028,眼彩系列,,飛炫濃翹睫毛膏,Fashion Chic Mascara,360度多層次漩渦刷頭設計，讓膏體完整包覆睫毛，打造濃翹根根分明的睫毛！獨家防水薄膜長時間抗暈染，溫水即可輕鬆卸除無負擔。,,彩妝品,"睫毛膏,","抗暈染,纖長,根根分明,捲翹,",2015/10/2,"容量:9.5g:NT390,","TW, MY",,N,"1028 飛炫濃翹睫毛膏,飛炫濃翹睫毛膏",2016/4/11,,N,N,8,Y,https://pic.pimg.tw/styleme/1460645625-2447563199.jpg,,,,,,http://www.watsons.com.tw/1028-飛炫濃翹睫毛膏/p/BP_400646,

5059-1,開架,1028,眼彩系列,,愛勾引睫毛膏-深邃叛逆黑,,無死角全面延展，輕易捕捉內側睫毛以及下睫毛，從睫毛根部到尾端，完美均勻包覆。每刷一層，性感加乘，瞬間刷出無懈可擊的亮眼魅力！,,彩妝品,"睫毛膏,","防水,防油,抗暈染,根根分明,捲翹,濃密,",2015/11/1,"容量:8g:NT390,","TW, MY",,N,"1028 愛勾引睫毛膏,愛勾引睫毛膏",2016/4/11,,N,Y,5,N,https://pic.pimg.tw/styleme/1460645645-4184900056.jpg,,,,,,http://www.watsons.com.tw/1028-愛.勾引睫毛膏/p/BP_400647,黑
5059-2,開架,1028,眼彩系列,,愛勾引睫毛膏-低調嫉妒紅,,無死角全面延展，輕易捕捉內側睫毛以及下睫毛，從睫毛根部到尾端，完美均勻包覆。每刷一層，性感加乘，瞬間刷出無懈可擊的亮眼魅力！,,彩妝品,"睫毛膏,","防水,防油,抗暈染,根根分明,捲翹,濃密,",2015/11/1,"容量:8g:NT390,","TW, MY",,N,"1028 愛勾引睫毛膏,愛勾引睫毛膏",2016/4/11,,N,Y,5,N,https://pic.pimg.tw/styleme/1460645645-4184900056.jpg,,,,,,http://www.watsons.com.tw/1028-愛%E3%80%82勾引睫毛膏（嫉妒紅）/p/BP_114872,紅

5062-1,開架,1028,底妝系列,,美肌修片筆-明亮膚,,特別針對斑點、痘痘等色素問題所設計的遮瑕配方。含2%的傳明酸成分，可抑制黑色素的生成，淡化斑點，同時添加茶樹精華，具舒緩、調理及淨化肌膚的功效。,,彩妝品,"遮瑕,","修正膚色,均勻膚色,長效持妝,服貼,遮瑕,薄透,",2015/10/2,"容量:2g:NT380,","TW, MY",,N,"1028 美肌修片筆,美肌修片筆",2016/4/11,,N,Y,4,N,https://pic.pimg.tw/styleme/1460645660-3897656391.jpg,,,,,,http://www.1028loveu.com.tw/SalePage/Index/1580150,明亮膚
